bedrooms,bathrooms,toilets,parking_space,title,town,state,price
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,58000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,350000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Port Harcourt,Rivers,44000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,94000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ikoyi,Lagos,1600000000.0
7.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Enugu,Enugu,65000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Maitama District,Abuja,750000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,6.0,8.0,Detached Bungalow,Ikorodu,Lagos,27000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,165000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Ikeja,Lagos,550000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
6.0,7.0,8.0,6.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
2.0,2.0,2.0,4.0,Terraced Bungalow,Mowe Ofada,Ogun,8000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,290000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,83000000.0
4.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,3.0,3.0,2.0,Detached Bungalow,Ifo,Ogun,32000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,50000000.0
5.0,6.0,7.0,3.0,Detached Duplex,Lekki,Lagos,110000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,150000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,3.0,3.0,4.0,Block of Flats,Ibadan,Oyo,45000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,4.0,4.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,350000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Gaduwa,Abuja,40000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Maryland,Lagos,120000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,700000000.0
3.0,5.0,5.0,4.0,Detached Duplex,Ifako-Ijaiye,Lagos,27500000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,115000000.0
3.0,3.0,3.0,2.0,Detached Bungalow,Abeokuta South,Ogun,4500000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
3.0,3.0,4.0,6.0,Semi Detached Bungalow,Lokogoma District,Abuja,35000000.0
7.0,5.0,1.0,2.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,4.0,1.0,Terraced Duplexes,Enugu,Enugu,30000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000.0
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,37000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,8.0,Semi Detached Duplex,Maryland,Lagos,190000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Port Harcourt,Rivers,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,105000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,280000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
6.0,7.0,8.0,1.0,Detached Duplex,Asokoro District,Abuja,250000000.0
4.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Oredo,Edo,50000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,125000000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,4.0,6.0,6.0,Detached Duplex,Lekki,Lagos,180000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Life Camp,Abuja,200000000.0
5.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,225000000.0
4.0,3.0,4.0,7.0,Detached Bungalow,Lugbe District,Abuja,40000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
3.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,42000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Kubwa,Abuja,41500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,125000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Owerri Municipal,Imo,14000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,240000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Gaduwa,Abuja,75000000.0
4.0,4.0,5.0,6.0,Detached Bungalow,Magodo,Lagos,72000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,5.0,5.0,6.0,Terraced Duplexes,Jahi,Abuja,120000000.0
5.0,8.0,5.0,5.0,Detached Duplex,Ibadan,Oyo,50000000.0
6.0,7.0,7.0,5.0,Detached Duplex,Owerri Municipal,Imo,250000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
3.0,3.0,3.0,8.0,Detached Bungalow,Agege,Lagos,15000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
2.0,2.0,2.0,3.0,Semi Detached Bungalow,Kuje,Abuja,8000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Galadimawa,Abuja,35000000.0
5.0,5.0,5.0,7.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
2.0,3.0,3.0,1.0,Block of Flats,Lekki,Lagos,18000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Agege,Lagos,55000000.0
4.0,4.0,4.0,1.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,73000000.0
5.0,5.0,6.0,8.0,Detached Bungalow,Ibeju Lekki,Lagos,91000000.0
3.0,3.0,4.0,6.0,Block of Flats,Lekki,Lagos,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
5.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,72000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,44000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,25000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
2.0,2.0,2.0,4.0,Block of Flats,Ipaja,Lagos,22000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Victoria Island (VI),Lagos,160000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Ikoyi,Lagos,550000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Ogudu,Lagos,198000000.0
7.0,5.0,5.0,4.0,Detached Duplex,Life Camp,Abuja,100000000.0
3.0,3.0,4.0,4.0,Block of Flats,Shomolu,Lagos,250000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Asokoro District,Abuja,750000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Enugu,Enugu,110000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Magboro,Ogun,17000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,450000000.0
7.0,8.0,9.0,8.0,Detached Duplex,Ajah,Lagos,50000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikeja,Lagos,600000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Guzape District,Abuja,350000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
3.0,3.0,3.0,2.0,Terraced Bungalow,Maitama District,Abuja,75000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Port Harcourt,Rivers,45000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Ikoyi,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Mbora (Nbora),Abuja,42000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Agege,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ikeja,Lagos,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
2.0,2.0,2.0,4.0,Block of Flats,Owerri West,Imo,30000000.0
5.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Port Harcourt,Rivers,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,60000000.0
8.0,8.0,1.0,1.0,Detached Duplex,Ikoyi,Lagos,750000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Kado,Abuja,75000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Mowe Town,Ogun,17500000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ikoyi,Lagos,420000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,210000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,170000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Owerri Municipal,Imo,150000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Victoria Island (VI),Lagos,160000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,5.0,5.0,6.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Durumi,Abuja,70000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,70000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,105000000.0
5.0,7.0,8.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,250000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,4.0,5.0,5.0,Terraced Duplexes,Karmo,Abuja,48000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,90000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,305000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ibadan North,Oyo,15000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Jabi,Abuja,350000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ikeja,Lagos,90000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ipaja,Lagos,30000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
7.0,6.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,3.0,4.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Port Harcourt,Rivers,100000000.0
6.0,5.0,5.0,4.0,Detached Bungalow,Ikeja,Lagos,75000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,75000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,160000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Gwarinpa,Abuja,75000000.0
6.0,6.0,6.0,8.0,Detached Duplex,Ibadan,Oyo,25000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,130000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
6.0,5.0,5.0,4.0,Detached Bungalow,Ketu,Lagos,22000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Enugu,Enugu,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
2.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,25000000.0
4.0,4.0,5.0,8.0,Semi Detached Duplex,Apo,Abuja,160000000.0
4.0,5.0,5.0,5.0,Semi Detached Duplex,Port Harcourt,Rivers,80000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Kubwa,Abuja,27500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ojodu,Lagos,110000000.0
3.0,3.0,4.0,2.0,Block of Flats,Gbagada,Lagos,37000000.0
3.0,3.0,4.0,3.0,Block of Flats,Lekki,Lagos,39000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Kubwa,Abuja,31500000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,65000000.0
3.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,5.0,5.0,3.0,Semi Detached Bungalow,Ajah,Lagos,36000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
7.0,7.0,8.0,4.0,Detached Duplex,Ikeja,Lagos,750000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,37000000.0
4.0,2.0,2.0,4.0,Detached Duplex,Ibadan,Oyo,55000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
2.0,5.0,5.0,4.0,Detached Bungalow,Kaduna North,Kaduna,5000000.0
3.0,5.0,5.0,4.0,Block of Flats,Victoria Island (VI),Lagos,170000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Abeokuta South,Ogun,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
7.0,5.0,5.0,4.0,Detached Duplex,Alimosho,Lagos,25000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
4.0,4.0,5.0,5.0,Terraced Duplexes,Kado,Abuja,105000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Karmo,Abuja,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,190000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
7.0,8.0,8.0,4.0,Detached Duplex,Maitama District,Abuja,600000000.0
2.0,5.0,3.0,4.0,Block of Flats,Lekki,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
3.0,3.0,3.0,6.0,Detached Bungalow,Agege,Lagos,5500000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
1.0,6.0,6.0,7.0,Detached Duplex,Lugbe District,Abuja,38000000.0
4.0,5.0,5.0,2.0,Detached Duplex,Isolo,Lagos,65000000.0
6.0,6.0,6.0,1.0,Detached Duplex,Isheri North,Lagos,155000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Magodo,Lagos,230000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,45000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,150000000.0
5.0,5.0,5.0,4.0,Semi Detached Duplex,Guzape District,Abuja,95025000.0
4.0,4.0,5.0,1.0,Detached Bungalow,Karu,Abuja,25000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Isheri North,Lagos,160000000.0
5.0,5.0,7.0,1.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,3.0,Terraced Bungalow,Ibeju Lekki,Lagos,25000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
8.0,9.0,1.0,4.0,Detached Duplex,Kusada,Katsina,6000000.0
1.0,1.0,1.0,4.0,Detached Duplex,Isolo,Lagos,150000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
3.0,3.0,4.0,4.0,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Ikoyi,Lagos,800000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ilupeju,Lagos,120000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,112000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Durumi,Abuja,45000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
2.0,2.0,3.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Mabushi,Abuja,570000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,250000000.0
3.0,5.0,5.0,1.0,Detached Bungalow,Port Harcourt,Rivers,35000000.0
4.0,4.0,5.0,7.0,Semi Detached Duplex,Wuye,Abuja,150000000.0
7.0,7.0,8.0,4.0,Detached Duplex,Ikoyi,Lagos,1800000000.0
1.0,1.0,1.0,4.0,Block of Flats,Ibadan,Oyo,70000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,5.0,5.0,4.0,Block of Flats,Ikeja,Lagos,45000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Mabushi,Abuja,150000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Lekki,Lagos,48000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
3.0,4.0,4.0,3.0,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,22000000.0
3.0,4.0,4.0,5.0,Detached Bungalow,Gwarinpa,Abuja,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,7.0,8.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,6.0,7.0,7.0,Block of Flats,Abeokuta South,Ogun,10000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
3.0,3.0,4.0,1.0,Detached Bungalow,Gwarinpa,Abuja,55000000.0
4.0,4.0,4.0,8.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,120000000.0
3.0,5.0,5.0,4.0,Block of Flats,Oredo,Edo,40000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,140000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Ijoko,Ogun,4000000.0
3.0,3.0,4.0,3.0,Block of Flats,Victoria Island (VI),Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,65000000.0
3.0,3.0,4.0,4.0,Block of Flats,Ikoyi,Lagos,8500000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Port Harcourt,Rivers,170000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ayobo,Lagos,12000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0
4.0,4.0,5.0,5.0,Terraced Duplexes,Katampe,Abuja,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,130000000.0
4.0,5.0,6.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
8.0,5.0,5.0,4.0,Block of Flats,Ikeja,Lagos,22000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,70000000.0
2.0,3.0,3.0,4.0,Semi Detached Duplex,Ibeju Lekki,Lagos,26000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,120000000.0
5.0,5.0,5.0,3.0,Semi Detached Duplex,Magboro,Ogun,65000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,155000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,180000000.0
6.0,7.0,7.0,7.0,Detached Duplex,Lekki,Lagos,8500000.0
